HostParty,CDM project reference number,Issuance process ID,Monitoring report started,Monitoring report ended
KR,222,JACO1349250595.88,2012-01-01,2012-09-30
CN,3177,TUEV-RHEIN1305166808.43,2010-03-07,2011-03-31
CN,5679,CEC1347634165.76,2012-02-15,2012-08-31
IN,800,DNV-CUK1344855957.08,2011-03-22,2012-07-19
CN,1589,RWTUV1347005625.08,2012-03-26,2012-08-25
CN,5178,SGS-UKL1345025356.98,2011-08-09,2012-07-31
ZA,961,TUEV-SUED1301483897.37,2009-04-08,2010-09-09
CN,2206,BVQI1344608144.01,2012-03-26,2012-07-25
CN,2206,BVQI1349669290.44,2012-07-26,2012-09-25
CN,902,DNV-CUK1348835619.01,2012-01-05,2012-09-26
CL,822,Germanischer1307274708.81,2009-01-09,2010-08-31
CL,822,Germanischer1307547070.73,2010-01-09,2011-04-30
CL,822,Germanischer1341240392.68,2011-01-05,2012-05-31
CN,71,BVQI1282234800.1,2009-01-08,2010-07-31
IN,276,BVQI1343744691.52,2011-01-04,2012-02-06
CN,2533,CEC1346201734.47,2011-08-20,2012-08-15
TH,2645,DNV-CUK1291113212.5,2009-05-09,2010-08-31
IN,2709,DNV-CUK1300268252.13,2010-04-15,2011-02-28
CN,3071,DNV-CUK1336721693.04,2011-01-13,2011-12-31
CN,3798,DNV-CUK1345190560.52,2011-08-25,2012-06-25
CN,1943,Germanischer1346834673.66,2012-02-26,2012-08-25
VN,2572,JQA1337824837.24,2010-07-12,2011-12-31
CN,2942,JQA1343177838.37,2011-05-26,2012-07-15
KR,3874,KFQ1328053537.11,2010-09-12,2011-08-12
CN,2551,RWTUV1349072415.99,2012-08-28,2012-09-27
CN,3416,RWTUV1349073144.04,2011-05-18,2012-09-30
CN,1569,SGS-UKL1332327163.77,2008-10-26,2011-07-25
CN,1900,LRQA Ltd1320075786.36,2011-03-27,2011-10-18
CN,1135,TUEV-SUED1337003945.05,2011-09-25,2012-02-24
CN,3393,TUEV-SUED1344262016.44,2011-11-26,2012-07-25
BD,4791,POA-ISS-4791-20130128180000,2011-07-19,2012-03-27
CN,4203,BVQI1335466168.08,2011-02-25,2012-02-29
CN,4123,BVQI1349669660.08,2012-01-04,2012-09-23
CN,4784,China Quality1345020297.11,2011-05-26,2012-07-31
HN,28,DNV-CUK1246081748.21,2008-02-01,2009-01-01
CN,2381,DNV-CUK1344323943.35,2010-01-10,2012-06-30
CN,2912,ERM-CVS1340964435.47,2010-04-29,2012-05-21
CN,3729,JACO1349102276.5,2011-09-26,2012-09-25
CN,4292,RINA1342786601.57,2011-01-11,2012-06-30
VN,3810,RWTUV1344030207.49,2011-01-09,2012-07-31
CN,1872,SGS-UKL1346665441.91,2012-03-26,2012-08-25
CN,767,SGS-UKL1349689608.17,2012-08-26,2012-09-25
CN,3109,TECO1331301018.44,2010-08-04,2012-01-25
CN,2392,TUEV-RHEIN1348456173.72,2012-01-01,2012-08-31
CN,4002,TUEV-SUED1341920603.88,2011-07-09,2012-06-28
CN,4510,TUEV-SUED1344325805.48,2011-08-15,2012-07-31
CN,1261,BVQI1343744372.1,2011-01-10,2012-06-30
CN,4109,JCI1349056174.06,2011-06-23,2012-09-30
CN,3832,RWTUV1345528580.47,2011-01-10,2012-07-31
CN,2564,SGS-UKL1341409157.2,2011-12-14,2012-05-31
CN,1416,SGS-UKL1348842242.97,2012-05-28,2012-09-26
EC,580,AENOR1346855359.08,2011-01-09,2012-08-31
CN,1956,CEC1342603856.76,2011-05-28,2012-06-27
CN,4350,China Quality1344836762.79,2011-12-01,2012-07-25
CN,5009,China Quality1345173960.2,2011-07-22,2012-07-31
CN,3767,China Quality1345599375.65,2011-04-28,2012-07-27
IL,1369,DNV-CUK1281356978.76,2009-11-24,2010-11-05
IN,1363,DNV-CUK1320746051.85,2009-12-06,2011-01-06
CN,4400,DNV-CUK1347449265.0,2012-01-01,2012-08-31
CN,3018,ERM-CVS1340964590.66,2010-04-18,2012-06-25
CN,4427,JQA1342493876.84,2011-06-30,2012-05-31
KR,788,Korean Standards Association1339996989.85,2009-01-01,2011-12-31
CN,2005,PJR CDM1348233456.04,2012-07-21,2012-09-20
IN,1131,RWTUV1280410319.32,2008-03-14,2010-03-24
IR,2422,RWTUV1321468597.62,2010-03-11,2011-10-31
CN,2059,RWTUV1346657972.55,2011-06-26,2012-08-15
CL,4229,SGS-UKL1321615480.16,2011-02-02,2011-09-30
IN,955,SGS-UKL1339753689.24,2011-01-03,2012-04-30
PH,1258,TUEV-SUED1324289702.83,2011-01-04,2011-09-30
BR,165,TUEV-SUED1349771730.86,2012-01-06,2012-09-30
IN,396,DNV-CUK1323777528.79,2009-07-21,2011-07-22
EC,141,ERM-CVS1314362045.27,2010-01-03,2011-02-28
CN,2179,PJR CDM1348233310.22,2012-07-21,2012-09-20
CN,2103,SGS-UKL1345460500.09,2011-07-30,2012-05-29
BR,773,BVQI1336118236.89,2011-01-05,2012-02-29
CN,5222,BVQI1342681985.69,2011-09-23,2012-05-29
CN,5222,BVQI1348560033.28,2012-05-30,2012-08-29
CN,4131,China Quality1349146112.99,2011-01-05,2012-09-30
BR,116,ERM-CVS1349712025.06,2012-08-16,2012-09-30
CN,3547,JQA1342592718.25,2011-04-01,2012-01-06
CN,3703,TUEV-RHEIN1343356309.69,2011-07-21,2012-06-20
CN,2170,BVQI1348123582.84,2012-01-03,2012-08-31
CN,2140,BVQI1349432769.91,2012-01-07,2012-09-23
CN,1311,BVQI1349851543.54,2012-01-07,2012-09-30
IL,1174,DNV-CUK1269521898.92,2009-03-04,2010-02-03
AR,426,DNV-CUK1327485404.12,2011-01-01,2011-12-31
IN,5537,DNV-CUK1347549220.99,2012-02-21,2012-01-09
CN,2396,DNV-CUK1348653673.21,2012-05-27,2012-08-26
CN,2843,JCI1348034390.87,2011-01-06,2012-08-25
AR,431,RINA1344869194.04,2011-01-10,2012-07-31
CN,4859,RWTUV1348484220.48,2012-01-01,2012-08-31
CN,1963,RWTUV1349856874.33,2011-10-29,2012-09-28
CN,3272,TUEV-RHEIN1342778241.44,2011-07-21,2012-06-19
CN,2074,BVQI1318236080.97,2009-03-16,2010-12-25
CN,1431,BVQI1347982204.13,2012-03-26,2012-08-25
CN,3045,China Quality1338183298.15,2011-01-04,2012-04-28
LK,2772,DNV-CUK1294819548.95,2009-10-26,2010-10-31
CN,2777,DNV-CUK1345634986.09,2011-01-07,2012-06-30
CN,3094,DNV-CUK1348666030.7,2011-01-01,2012-08-31
EG,3501,JACO1322124085.3,2010-09-23,2011-09-30
CN,907,RINA1348488784.31,2011-01-08,2012-07-31
CN,6433,RINA1349195541.11,2012-06-15,2012-09-30
AR,928,SGS-UKL1313159153.37,2011-01-02,2011-06-30
CN,5064,SGS-UKL1337331401.13,2011-08-15,2012-04-30
CN,2580,SGS-UKL1346949514.78,2012-01-08,2012-08-31
CN,2590,TECO1346636800.67,2011-04-26,2012-07-25
CN,491,URSCert1339678726.74,2011-01-12,2012-05-31
PE,1836,AENOR1287645719.56,2009-01-04,2010-03-31
CN,2140,BVQI1341833639.64,2011-01-12,2012-06-30
CN,3758,BVQI1342164406.85,2011-01-08,2012-06-30
CN,2459,CEC1343891107.77,2011-01-06,2012-05-31
CN,1656,CEPREI_Cert1339463866.75,2011-06-28,2012-05-28
CN,4558,China Quality1340757881.13,2011-08-26,2012-05-23
CN,5006,China Quality1343093317.83,2011-08-19,2012-06-23
ZA,1171,DNV-CUK1291024418.73,2009-05-08,2010-01-07
MX,1765,DNV-CUK1296034364.6,2009-01-12,2010-11-30
CN,3190,DNV-CUK1326976339.2,2011-01-03,2011-12-31
ZA,1171,DNV-CUK1340982779.21,2011-07-15,2012-11-03
CN,4744,ICONTEC1345591998.24,2011-07-06,2012-07-25
CN,2105,JCI1344311360.81,2011-08-26,2012-06-25
CN,1896,RWTUV1331846466.85,2011-01-01,2011-06-30
CN,1896,RWTUV1331847226.68,2011-01-07,2011-12-20
IN,1289,SGS-UKL1273564983.57,2009-01-04,2010-03-31
IN,499,SGS-UKL1349084830.8,2012-01-08,2012-09-25
CY,2334,TUEV-RHEIN1275007390.6,2009-12-06,2009-12-31
IN,1778,TUEV-RHEIN1344413247.88,2011-01-10,2012-06-30
CL,1052,TUEV-SUED1202404834.37,2002-01-07,2007-01-05
CN,845,BVQI1347603769.67,2012-01-03,2012-08-31
CN,3097,BVQI1347603949.02,2011-11-20,2012-08-19
CN,5211,BVQI1348558491.1,2012-05-30,2012-08-29
CN,2498,China Quality1330677473.29,2010-06-05,2011-12-20
CN,1992,China Quality1348558820.16,2012-03-21,2012-09-20
CN,4797,DNV-CUK1346744648.99,2011-05-26,2012-06-30
CN,2932,ERM-CVS1321379202.15,2010-06-09,2011-08-29
CN,4248,JCI1349057309.22,2011-12-17,2012-09-30
CN,1467,RWTUV1342596965.93,2011-01-09,2012-06-30
CN,3386,RWTUV1349074365.25,2011-06-25,2012-09-30
CN,5060,RWTUV1349777023.05,2012-01-05,2012-09-30
CN,1865,SGS-UKL1344851677.07,2011-01-06,2012-03-20
CN,3112,SGS-UKL1347438776.3,2011-01-04,2012-07-31
CN,2135,TUEV-RHEIN1338872924.1,2010-01-04,2012-05-20
CN,3023,TUEV-RHEIN1346916942.8,2011-06-21,2012-07-15
UZ,2245,TUEV-SUED1317281197.49,2011-04-21,2011-08-25
CN,2896,POA-ISS-2896-20130115180000,2011-01-01,2011-11-30
CN,3941,Applus1347267175.36,2010-12-30,2012-08-26
CN,3070,BVQI1347603295.48,2010-12-20,2012-06-30
CN,2688,CEC1345571249.78,2012-05-16,2012-08-15
CN,1309,CEC1347412359.63,2011-01-07,2012-06-30
CN,366,DNV-CUK1327050826.66,2011-01-01,2011-12-31
CN,2647,ERM-CVS1336354044.27,2010-12-01,2012-11-04
CN,2964,ERM-CVS1342171357.95,2011-01-09,2012-06-30
CN,2596,JCI1342067126.83,2011-06-28,2012-05-27
IN,350,RWTUV1309882618.17,2005-01-08,2005-12-31
IN,1115,SGS-UKL1331112467.53,2011-02-01,2012-02-01
CN,1985,SGS-UKL1345473751.2,2012-02-28,2012-07-29
CN,3015,TECO1330050943.67,2010-11-26,2011-10-15
CN,2001,TUEV-RHEIN1341977011.44,2011-04-26,2012-06-25
CN,5204,TUEV-RHEIN1345385121.38,2011-09-23,2012-06-27
UZ,2245,TUEV-SUED1317207973.61,2010-12-21,2011-04-20
CN,4254,BVQI1343048219.25,2011-09-29,2012-06-28
CN,4527,CEPREI_Cert1339052025.74,2011-01-06,2012-05-25
CN,1250,DNV-CUK1275898465.27,2008-10-25,2009-12-24
IN,982,DNV-CUK1342178090.43,2010-01-04,2012-03-31
CN,2567,DNV-CUK1347268543.64,2012-01-03,2012-08-20
AR,260,RINA1345532960.39,2011-01-10,2012-07-31
CN,3371,SGS-UKL1335361568.94,2010-12-23,2012-02-29
CN,1125,TUEV-RHEIN1332309530.27,2009-12-21,2011-12-19
CN,1926,TUEV-SUED1315988100.77,2010-01-12,2011-07-31
CN,840,TUEV-SUED1322133190.6,2010-11-12,2011-09-30
CN,4824,Applus1341241646.35,2011-05-27,2012-05-31
CN,1090,BVQI1348559532.1,2012-02-26,2012-09-15
BR,888,DNV-CUK1322831225.71,2011-01-01,2011-10-31
CN,1320,DNV-CUK1349103377.78,2012-01-06,2012-09-27
CN,3492,JCI1349049868.03,2011-07-01,2012-09-30
IN,1168,KBS_Cert1343814839.18,2011-01-09,2012-06-30
CN,5330,RWTUV1346997121.23,2011-01-11,2012-07-31
CN,1590,RWTUV1349101076.51,2011-01-07,2012-09-30
AR,928,SGS-UKL1302683282.54,2010-01-06,2011-01-31
CN,232,SGS-UKL1349282315.75,2012-01-09,2012-09-30
CN,2009,BVQI1340643499.94,2011-05-26,2012-05-25
CN,2162,BVQI1344413327.58,2012-03-26,2012-07-25
CN,2171,CEC1339168348.32,2011-12-23,2012-04-30
CN,3031,CEC1341328215.23,2011-01-03,2012-04-30
CN,1987,CEC1345454332.77,2011-10-21,2012-07-20
CN,3825,China Quality1344576965.49,2010-12-21,2011-12-20
CN,3032,China Quality1349071207.27,2011-01-07,2012-09-30
IN,1286,DNV-CUK1314960807.37,2010-01-07,2011-07-31
IN,103,DNV-CUK1336568271.99,2010-01-01,2011-12-31
CN,1709,DNV-CUK1346936160.27,2012-01-01,2012-07-31
CN,4034,DNV-CUK1347010253.14,2011-01-08,2012-08-31
IN,2365,DNV-CUK1347872531.55,2011-02-16,2012-03-15
CN,4278,DNV-CUK1349161013.34,2011-06-29,2012-09-30
CN,1729,ERM-CVS1317990605.66,2010-01-08,2011-07-31
CN,2904,JCI1344991265.94,2011-08-21,2012-07-20
VN,4338,KEMCO1332142706.28,2011-03-05,2012-02-29
IN,2502,LRQA Ltd1323258584.39,2009-01-12,2010-12-31
IN,2470,LRQA Ltd1343652670.52,2011-06-22,2012-06-21
CN,1744,RINA1343218385.83,2011-01-07,2012-04-30
IN,287,RWTUV1336974411.71,2005-01-04,2006-03-31
HN,9,RWTUV1342429505.15,2010-01-06,2011-12-31
CN,1474,RWTUV1342596806.53,2011-01-07,2012-06-30
CN,5199,RWTUV1344250567.41,2012-05-04,2012-07-31
IN,1009,RWTUV1344408403.39,2011-01-06,2012-01-06
CN,2055,RWTUV1346654920.58,2011-06-26,2012-08-15
CN,3178,RWTUV1349077330.32,2011-06-14,2012-09-30
CN,833,SGS-UKL1333104888.16,2011-01-07,2011-12-31
CN,2043,SGS-UKL1337954267.16,2010-12-25,2012-04-24
CN,3107,SGS-UKL1342195197.06,2011-06-28,2012-06-27
CN,3609,TECO1341208808.72,2011-08-26,2012-05-25
CN,3027,TUEV-RHEIN1344570376.52,2012-01-01,2012-07-31
CN,2744,BVQI1341397571.93,2011-01-05,2012-05-31
CN,4067,BVQI1345533146.98,2011-01-08,2012-07-31
CN,2088,BVQI1349433208.18,2012-06-25,2012-09-24
CN,3195,DNV-CUK1329811306.51,2011-03-09,2011-12-31
IN,971,DNV-CUK1340277785.84,2011-01-04,2012-03-31
CN,2566,DNV-CUK1347262325.16,2012-01-03,2012-08-20
CN,3569,ERM-CVS1340976564.16,2011-10-21,2012-06-20
CN,3283,JCI1349049579.88,2010-08-10,2012-09-30
CN,5856,RWTUV1344250649.83,2012-03-22,2012-07-31
CN,2057,RWTUV1346655345.03,2011-06-26,2012-08-15
CN,2829,RWTUV1347869491.87,2012-01-06,2012-08-31
KR,3440,TUEV-SUED1330437724.32,2011-01-09,2012-01-31
CN,4004,CEC1331090372.47,2011-01-13,2011-12-31
IN,2943,DNV-CUK1308326137.35,2010-09-15,2011-05-26
IN,921,DNV-CUK1335596929.8,2011-01-01,2012-02-29
PK,557,DNV-CUK1343038551.91,2012-01-01,2012-06-30
BR,2486,DNV-CUK1343725356.45,2011-01-11,2012-06-30
CN,4501,DNV-CUK1349083165.63,2012-04-30,2012-09-30
CN,3759,ERM-CVS1335167906.66,2011-08-02,2012-03-31
CN,4032,ERM-CVS1337910943.89,2011-05-04,2012-04-04
VN,2571,JQA1337823849.59,2011-01-04,2011-12-31
CN,4430,JQA1342143772.97,2011-01-03,2012-05-15
BR,1829,RWTUV1337892500.43,2010-01-01,2012-03-31
VN,3711,RWTUV1346910737.38,2011-01-10,2012-08-31
IN,838,SGS-UKL1347284139.67,2012-01-07,2012-08-31
BR,477,BVQI1336752792.55,2010-11-28,2011-12-31
CN,771,BVQI1342422346.93,2011-06-26,2012-06-25
CN,2040,BVQI1342682179.42,2011-01-05,2012-04-30
CN,233,BVQI1348226875.55,2012-01-03,2012-08-31
CN,2106,China Quality1346288739.79,2011-11-08,2012-08-15
BR,889,DNV-CUK1343678393.4,2011-01-11,2012-06-30
KR,765,DNV-CUK1348480974.19,2012-01-07,2012-09-20
EG,490,DNV-CUK1348558314.66,2012-01-07,2012-09-22
CN,5181,DNV-CUK1349082284.83,2011-10-24,2012-09-30
CN,5650,JCI1349057051.94,2012-06-07,2012-09-30
CN,2837,LRQA Ltd1343740010.01,2011-01-03,2012-06-30
CN,3041,RINA1341304506.29,2010-06-20,2012-05-25
CN,2050,RWTUV1346657762.96,2011-06-26,2012-08-15
CN,2054,RWTUV1346740664.36,2011-06-26,2012-08-15
CN,2580,SGS-UKL1340791632.89,2012-01-01,2012-05-31
IN,1259,SGS-UKL1342439852.7,2011-01-09,2012-06-30
CN,767,SGS-UKL1346940515.75,2012-07-26,2012-08-25
CN,4854,TUEV-RHEIN1345442543.45,2011-06-17,2012-06-30
CN,3267,BVQI1322036311.59,2010-12-14,2011-09-24
CN,4981,BVQI1337219306.15,2011-11-07,2012-02-29
CN,823,China Quality1348547822.55,2012-03-21,2012-09-20
BR,3455,DNV-CUK1300444970.22,2010-08-21,2011-01-31
PE,86,DNV-CUK1329823681.67,2010-01-04,2011-03-31
CN,2805,DNV-CUK1346931679.62,2011-10-29,2012-08-28
IN,3139,DNV-CUK1347453896.96,2011-04-29,2012-04-26
CN,4490,DNV-CUK1349078810.88,2011-11-02,2012-09-30
CN,3790,DNV-CUK1349082839.74,2011-12-09,2012-09-30
IN,494,SGS-UKL1335275637.51,2011-01-04,2012-02-29
CN,1318,SGS-UKL1340185405.76,2011-05-28,2012-05-27
CN,4073,SGS-UKL1340879571.16,2011-01-26,2012-04-30
MX,3127,TUEV-RHEIN1318924992.85,2010-09-07,2011-06-30
CN,3617,TUEV-RHEIN1339481463.45,2011-07-16,2012-05-20
CN,2114,TUEV-RHEIN1340075138.46,2009-12-26,2011-12-25
CN,868,TUEV-SUED1343989958.62,2012-01-06,2012-07-31
CL,1374,AENOR1324629382.71,2009-09-07,2011-11-30
MX,2186,AENOR1330008569.71,2011-01-01,2011-12-31
PE,2426,AENOR1339801210.13,2012-01-02,2012-04-30
CN,299,BVQI1344241664.3,2011-11-29,2012-07-28
CN,3917,CEC1346719898.22,2012-03-25,2012-08-24
ZA,925,CarbonCheck_Cert1335443008.31,2010-01-01,2012-03-31
MY,2641,DNV-CUK1333025856.44,2011-01-01,2012-02-29
CN,2320,DNV-CUK1345445199.49,2012-11-02,2012-08-13
CN,3548,ERM-CVS1333361085.88,2011-07-05,2012-02-29
BR,2318,ICONTEC1325178373.16,2010-01-12,2011-10-31
CR,541,ICONTEC1339107185.29,2011-01-01,2011-12-31
CO,2554,ICONTEC1342467097.75,2012-01-01,2012-06-30
PH,504,LRQA Ltd1329830812.04,2010-01-07,2011-12-31
CL,1911,RWTUV1304574075.77,2009-03-21,2011-03-31
IN,1,RWTUV1348209685.0,2012-01-08,2012-08-31
CN,5543,RWTUV1349077977.69,2012-02-21,2012-09-30
CN,1960,SGS-UKL1337328100.19,2011-04-20,2012-04-30
CN,1837,SGS-UKL1345733700.17,2011-01-09,2012-07-31
CN,550,SGS-UKL1348753191.89,2012-01-09,2012-09-23
CN,5095,TUEV-SUED1338538452.29,2011-08-15,2012-04-30
SV,297,AENOR1337337740.6,2011-01-01,2011-12-31
CN,1998,BVQI1342419482.48,2011-10-28,2012-06-27
CN,2116,China Quality1346118707.11,2011-07-25,2012-08-15
IN,1727,DNV-CUK1329121155.36,2009-11-30,2011-11-29
CN,5293,ERM-CVS1336600351.66,2011-08-11,2012-01-05
IN,4463,ICONTEC1343346510.94,2011-06-30,2012-06-30
IN,4540,KBS_Cert1338887022.81,2011-07-14,2012-01-13
CN,1880,TUEV-RHEIN1304916265.64,2008-06-12,2010-12-31
MX,151,TUEV-RHEIN1324028361.43,2011-10-31,2011-11-29
AR,807,TUEV-SUED1344349089.84,2012-01-02,2012-04-30
AR,807,TUEV-SUED1344349255.35,2012-01-05,2012-07-31
CN,5128,TUEV-SUED1349077443.44,2011-11-29,2012-09-30
IN,2471,BVQI1291367712.8,2009-12-23,2010-06-30
BR,2165,BVQI1305442202.31,2009-07-08,2012-03-31
BR,520,BVQI1336752124.84,2011-01-01,2011-12-31
CN,4189,CEC1343029225.62,2011-07-17,2012-06-30
CN,2458,CEC1343890940.71,2011-01-06,2012-05-31
CN,4413,China Quality1344583697.73,2011-09-29,2012-07-27
BR,3456,DNV-CUK1300444715.74,2010-08-21,2011-01-31
BR,3454,DNV-CUK1300445089.8,2010-07-08,2011-01-31
CN,2809,DNV-CUK1348575474.79,2012-05-27,2012-08-26
CN,4008,JQA1318642484.54,2011-12-03,2011-10-10
CN,2940,JQA1342143508.86,2009-12-21,2012-05-31
NI,191,LRQA Ltd1301474640.58,2009-01-03,2010-06-30
IN,862,RWTUV1330326195.47,2011-01-06,2011-12-31
IL,147,RWTUV1342716306.57,2012-01-01,2012-07-15
IN,115,SGS-UKL1342023094.12,2012-01-05,2012-06-30
IN,1339,SGS-UKL1342782218.63,2011-03-28,2012-04-20
CN,193,SGS-UKL1344329019.46,2012-01-06,2012-07-31
CN,2462,SGS-UKL1345214553.82,2012-01-02,2012-07-31
CN,1194,SGS-UKL1346953511.32,2012-05-16,2012-08-15
CN,193,SGS-UKL1347010106.25,2012-01-08,2012-08-31
CN,232,SGS-UKL1347025042.77,2012-01-07,2012-08-31
CN,3748,TECO1333887447.95,2011-08-13,2012-02-25
VN,4949,TECO1336717372.42,2011-04-11,2012-02-29
UZ,2308,TUEV-SUED1304599377.76,2010-07-16,2011-03-22
AR,2785,TUEV-SUED1319184561.3,2010-11-13,2011-09-30
TH,2232,TUEV-SUED1327665772.08,2010-01-10,2011-09-30
CN,1605,TUEV-SUED1342018533.98,2011-01-10,2012-06-30
TH,2232,TUEV-SUED1342594827.97,2011-01-10,2012-06-30
IN,3854,URSCert1340777626.7,2011-01-08,2012-03-31
CN,1577,BVQI1302728098.12,2009-12-23,2011-02-28
CN,1427,BVQI1339701389.88,2012-01-01,2012-05-31
CN,1577,BVQI1339757456.16,2011-01-03,2012-05-31
CN,5211,BVQI1342682440.88,2011-09-23,2012-05-29
CN,1311,BVQI1342703144.73,2011-01-09,2012-06-30
CN,3534,BVQI1344273621.53,2012-01-01,2012-07-31
CN,3470,BVQI1345530258.01,2011-01-07,2012-06-30
CN,1955,CEC1344271977.45,2011-08-28,2012-07-27
CN,1953,CEPREI_Cert1335406481.29,2010-03-31,2012-02-29
CN,1695,DNV-CUK1310642740.01,2009-04-20,2011-05-31
BR,404,DNV-CUK1320766175.93,2010-01-02,2011-09-30
ID,2643,DNV-CUK1322579648.1,2011-01-02,2011-10-31
MX,1765,DNV-CUK1326444286.52,2010-01-12,2011-11-30
TH,1552,DNV-CUK1335787745.61,2011-01-04,2011-12-31
BR,1843,DNV-CUK1344516574.99,2011-01-09,2012-07-31
CN,2256,DNV-CUK1345466357.76,2011-05-21,2012-05-20
CN,2046,ERM-CVS1341485856.66,2011-02-27,2012-06-26
IN,111,PJR CDM1319203184.36,2006-12-28,2010-03-27
ID,3193,RWTUV1340918361.33,2011-01-11,2012-05-31
IN,1,RWTUV1344410935.38,2012-01-05,2012-05-31
IN,1,RWTUV1344839339.92,2012-01-06,2012-06-30
IN,1,RWTUV1344839934.02,2012-01-07,2012-07-31
CN,2551,RWTUV1346310399.69,2012-07-28,2012-08-27
CN,4462,SGS-UKL1336579526.15,2011-02-16,2012-03-29
CN,1310,SGS-UKL1344415860.7,2011-01-07,2012-06-30
CN,3105,SGS-UKL1344593662.94,2011-01-08,2012-06-30
CN,3060,SGS-UKL1345743197.3,2011-01-05,2012-07-31
CN,4482,SGS-UKL1346854623.97,2012-01-05,2012-08-31
CN,1083,SGS-UKL1346921954.71,2012-01-07,2012-08-31
CN,1238,SGS-UKL1346938378.48,2012-01-07,2012-08-31
CN,306,SGS-UKL1347032385.99,2012-07-26,2012-08-25
CN,3899,TUEV-RHEIN1343295866.49,2011-01-08,2012-06-30
CN,1749,TUEV-RHEIN1344238933.14,2011-01-12,2012-07-31
CN,3668,TUEV-RHEIN1345616164.93,2011-04-25,2012-07-15
CN,868,TUEV-SUED1346917410.1,2012-01-08,2012-08-31
MX,2535,POA-ISS-2535-20121220180000,2009-01-12,2010-11-30
IN,1644,BVQI1301330022.02,2009-11-25,2010-12-31
CN,3199,BVQI1313135306.64,2010-06-27,2011-07-31
CN,3769,BVQI1329846031.4,2010-12-17,2011-12-14
BR,543,BVQI1336666876.7,2011-01-01,2011-12-31
CN,4507,BVQI1338368741.86,2012-01-01,2012-04-30
CN,4821,BVQI1338471079.24,2011-07-10,2012-04-30
CN,1487,BVQI1338876862.57,2011-01-07,2012-04-30
CN,3344,BVQI1343908511.34,2012-01-01,2012-07-31
CN,3160,BVQI1344239932.54,2012-02-28,2012-07-27
CN,1627,BVQI1344609191.56,2011-11-30,2012-07-30
CN,5109,China Quality1341823090.47,2011-08-25,2012-05-31
PK,2687,DNV-CUK1277732657.67,2009-12-21,2010-05-31
IN,1541,DNV-CUK1289225491.94,2008-07-16,2009-09-30
ID,4480,DNV-CUK1335533282.59,2011-10-14,2012-03-31
IN,284,DNV-CUK1338802046.64,2011-01-07,2012-03-31
IN,803,DNV-CUK1341513550.59,2011-11-04,2012-03-04
CN,989,DNV-CUK1344333573.24,2011-04-29,2012-07-29
CN,2019,DNV-CUK1344852930.42,2011-03-23,2012-07-25
BR,968,DNV-CUK1344855164.83,2011-01-05,2012-07-31
CN,1897,DNV-CUK1346328997.13,2011-09-26,2012-07-25
CN,5311,ERM-CVS1335625726.3,2011-08-11,2012-04-20
TH,4089,Germanischer1334927179.12,2011-01-03,2011-10-31
IN,4531,JACO1321410102.35,2004-06-25,2011-08-31
CN,547,JACO1331630315.21,2006-01-04,2011-12-31
CN,1209,JACO1344237818.69,2008-01-05,2012-06-30
CN,3672,JACO1346804139.49,2011-01-07,2012-08-31
CN,2541,JQA1343869313.38,2011-12-25,2012-06-27
CN,5694,LRQA Ltd1339160978.89,2012-01-19,2012-05-24
IN,2112,PJR CDM1311328808.22,2009-12-09,2011-06-30
IN,1002,RWTUV1313570107.2,2010-01-04,2011-03-31
IN,662,RWTUV1328188563.71,2009-01-06,2011-05-31
BR,1279,RWTUV1328720257.87,2010-01-05,2011-08-31
CN,4136,RWTUV1342989699.17,2012-02-23,2012-06-30
IN,1,RWTUV1343336199.08,2012-01-04,2012-04-30
VN,3858,RWTUV1344245514.35,2011-01-09,2012-07-31
CN,5688,RWTUV1344250715.75,2012-04-16,2012-07-31
CN,2551,RWTUV1345543519.74,2012-06-28,2012-07-27
IN,2952,SGS-UKL1328175608.51,2011-06-02,2011-12-31
CN,689,SGS-UKL1339688132.87,2011-01-08,2012-04-30
CN,878,SGS-UKL1342092401.27,2011-12-31,2012-06-30
CN,4946,SGS-UKL1344003854.05,2011-10-25,2012-07-24
CN,1815,SGS-UKL1345210011.58,2012-01-04,2012-07-31
CN,2441,SGS-UKL1345630280.62,2011-01-01,2012-07-31
IN,1116,SGS-UKL1345642679.88,2012-01-04,2012-07-31
CN,4878,TUEV-RHEIN1342516862.64,2012-03-27,2012-05-25
CN,2223,TUEV-RHEIN1344304339.09,2012-01-03,2012-07-31
CN,3747,TUEV-RHEIN1345535365.99,2011-04-25,2012-07-15
CN,4367,TUEV-SUED1335180485.67,2011-01-24,2011-12-24
KR,99,TUEV-SUED1346828490.99,2012-01-08,2012-08-31
CN,3341,BVQI1315311554.63,2010-12-13,2011-04-30
CN,3607,BVQI1341441990.0,2010-12-16,2012-05-31
CN,2039,BVQI1342101579.95,2011-10-26,2012-06-30
CN,2625,BVQI1343744540.76,2011-12-25,2012-07-15
CN,2027,BVQI1343753354.78,2012-01-04,2012-06-30
CN,5156,CEC1337933930.7,2011-08-30,2012-03-31
MY,249,DNV-CUK1332767060.46,2011-01-01,2012-01-31
CN,3066,DNV-CUK1333704605.47,2011-01-15,2011-09-30
PH,4547,DNV-CUK1340434702.92,2011-01-06,2012-02-28
ZA,1364,DNV-CUK1340983116.08,2011-07-08,2012-04-17
CN,3704,DNV-CUK1342614336.76,2011-01-07,2012-06-30
CN,3536,Germanischer1345188505.71,2011-01-25,2012-07-27
